cstat_name,donation_name,eid,eid_cnt,output_filename
BLUE ZONE INC,BLUE NOTE INC,[5543115],1,BLUE_NOTE_INC.csv
MEDNAX INC,MEDNEX INC PAC,[24728576],1,MEDNEX_INC_PAC.csv
LONCOR RESOURCES INC,LAWSON RESOURCES INC,[1085430],1,LAWSON_RESOURCES_INC.csv
MEDISOLUTION LTD,MEISOLUTIONS,[4031143],1,MEISOLUTIONS.csv
POINT THERAPEUTICS INC,PROXIMA THERAPEUTICS INC,[7553039],1,PROXIMA_THERAPEUTICS_INC.csv
ROYALITE PETROLEUM CO INC,ROYAL PETROLEUM,[1321297],1,ROYAL_PETROLEUM.csv
CHAMPION PARTS INC,CHAMPION INC,[6741740],1,CHAMPION_INC.csv
VIVINT SOLAR INC,VIVINT,[12372369],1,VIVINT.csv
B&G FOODS INC,B J FOODS INC,[5758831],1,B_J_FOODS_INC.csv
SCHOLAR ROCK HOLDNG CRP,SCHOLARS ROCK,[7439055],1,SCHOLARS_ROCK.csv
MIDWAY GAMES INC,MIDWAY,[9033341],1,MIDWAY.csv
COMFORCE CORP,COMMERCE CORP,[9856701],1,COMMERCE_CORP.csv
CHANCELLOR CORP,CHANCELLOR INC,[29318909],1,CHANCELLOR_INC.csv
AVESORO RESOURCES INC,ADVOCATES FOR RESOURCES INC,[2432502],1,ADVOCATES_FOR_RESOURCES_INC.csv
FIRST NATL OF NEBRASKA INC,FIRST NATIONAL OF NEBRASKA,[6776],1,FIRST_NATIONAL_OF_NEBRASKA.csv
MEDICAL FACILITIES CORP,MEDICAL FACILITIES OF AMERICA,[1693],1,MEDICAL_FACILITIES_OF_AMERICA.csv
PMC CAPITAL INC,PALM BEACH CAPITAL INC,[760730],1,PALM_BEACH_CAPITAL_INC.csv
BOSTON GAS CO,BOSTON GIN CO,"[40615495, 7071174]",2,BOSTON_GIN_CO.csv
AUTHENTIDATE HOLDING -OLD,AUTHENTIDATE HOLDING CORP,[1340350],1,AUTHENTIDATE_HOLDING_CORP.csv
BRAINTECH INC,BROWNTECH INC,[5151079],1,BROWNTECH_INC.csv
CITYCENTER HOLDINGS LLC,"CELERO HOLDINGS, LLC",[25901109],1,CELERO_HOLDINGS_LLC.csv
COMMUNITIES FIRST FINANCIAL,COMMUNITY FIRST FINANCIAL GROUP INC,[7446904],1,COMMUNITY_FIRST_FINANCIAL_GROUP_INC.csv
BANYAN GOLD CORP,BANYAN,[804058],1,BANYAN.csv
RESEARCH INC,RESEARCH GROUP INC,"[9623764, 9644069]",2,RESEARCH_GROUP_INC.csv
COMMUNICATIONS INSTRUMENTS,COMMUNICATIONS ONE,[4149827],1,COMMUNICATIONS_ONE.csv
GLOBAL CAPITAL PARTNERS INC,GROWTH CAPITAL PARTNERS INC,[2363628],1,GROWTH_CAPITAL_PARTNERS_INC.csv
LIBERTY FINANCIAL COS INC,LIBERTY FINANCIAL SERVICES INC,[7541589],1,LIBERTY_FINANCIAL_SERVICES_INC.csv
CLIMACHEM INC,CLIMATEMP INC,[2844102],1,CLIMATEMP_INC.csv
WARRANTECH CORP,WARRANTY CORP,[1224555],1,WARRANTY_CORP.csv
DSG INTERNATIONAL LTD,DBA INTERNATIONAL,[12000395],1,DBA_INTERNATIONAL.csv
GLOBALMIN VENTURES INC,GUM VENTURES INC,[44006434],1,GUM_VENTURES_INC.csv
BLUE NILE INC,BLUE LAKE INC,[2026298],1,BLUE_LAKE_INC.csv
DOLAN CO,DOL,[18298204],1,DOL.csv
SES SOLAR INC,SDI SOLAR INC,[669684],1,SDI_SOLAR_INC.csv
MARINE PRODUCTS CORP,MARCO PRODUCTS CORP,[5064380],1,MARCO_PRODUCTS_CORP.csv
DONALDSON CO INC,DONALD,"[11243660, 4036987, 3999800, 8661832, 7998242, 2320816, 4786600, 7431717, 10054192, 24816684, 24816713, 6842706]",12,DONALD.csv
CMG HOLDINGS GROUP INC,CASSIDY HOLDINGS GROUP INC,[19865610],1,CASSIDY_HOLDINGS_GROUP_INC.csv
CLECO POWER LLC,COOL POWER LLC,[43257837],1,COOL_POWER_LLC.csv
PLAYER PETROLEUM CORP,PARK PLACE PETROLEUM CORP,[8540963],1,PARK_PLACE_PETROLEUM_CORP.csv
STRAD ENERGY SERVICES LTD,STAR ENERGY SERVICES,[1254295],1,STAR_ENERGY_SERVICES.csv
ESENJAY EXPLORATION INC,EARTH EXPLORATION INC,[7113631],1,EARTH_EXPLORATION_INC.csv
RUSSELL LOW P/E ETF,RUSSELL,"[3896232, 3823317, 9533752, 17469579, 10151356, 7993739, 7686029, 10130716, 8028988, 4277616]",10,RUSSELL.csv
BENTON RESOURCES INC,BROOKSTON RESOURCES INC,[7096206],1,BROOKSTON_RESOURCES_INC.csv
GUNTHER INTERNATIONAL LTD,GUIDANCE INTERNATIONAL LTD,[4591768],1,GUIDANCE_INTERNATIONAL_LTD.csv
AQUAPRO CORP,AVRO CORP,[7324442],1,AVRO_CORP.csv
CUMMINS INC,CUMMINS WEST INC,[289003],1,CUMMINS_WEST_INC.csv
MEDIA SOURCE INC,MEDIASOURCE,[2116370],1,MEDIASOURCE.csv
EMDEON INC,ECON INC,[3206018],1,ECON_INC.csv
TERAGLOBAL COMMUNICATIONS CO,TOMBA COMMUNICATIONS,[8342636],1,TOMBA_COMMUNICATIONS.csv
NEW SENIOR INVESTMENT GROUP,NEWPORT INVESTMENT GROUP,[1460835],1,NEWPORT_INVESTMENT_GROUP.csv
MEDQUIST INC,MEDIQUEST INC,[9751804],1,MEDIQUEST_INC.csv
GENESIS ENERGY  -LP,GENESIS,"[44955499, 8856264, 2573112]",3,GENESIS.csv
RTS OIL HOLDINGS INC,RCI HOLDING INC,[5014570],1,RCI_HOLDING_INC.csv
RED ROCK RESORTS INC,RED ROCK RESORT SPA & CASINO,[659427],1,RED_ROCK_RESORT_SPA_CASINO.csv
INTER-ATLANTIC FINANCIAL INC,INTERBANC FINANCIAL INC,[3197807],1,INTERBANC_FINANCIAL_INC.csv
AMEX EXPLORATION INC,AMAR EXPLORATION,[8835409],1,AMAR_EXPLORATION.csv
CV SCIENCES INC,CRESTON SCIENCES INC,[4404832],1,CRESTON_SCIENCES_INC.csv
RDO EQUIPMENT CO  -CL A,RUDD EQUIPMENT CO,"[7106302, 4373827]",2,RUDD_EQUIPMENT_CO.csv
CARDIOVASCULAR SCIENCES INC,CARDIOVASCULAR CLINICS,[7221276],1,CARDIOVASCULAR_CLINICS.csv
GENUTEC BUSINESS SOLTNS-REDH,GENUTEC BUSINESS SOLUTIONS,[1082380],1,GENUTEC_BUSINESS_SOLUTIONS.csv
COHBAR INC,CBA INC,"[8101280, 9092503]",2,CBA_INC.csv
CORTEX BUSINESS SOLUTIONS,CREATIVE BUSINESS SOLUTION,[43138359],1,CREATIVE_BUSINESS_SOLUTION.csv
STEALTH VENTURES INC,"STEWART VENTURES, IN",[16371732],1,STEWART_VENTURES_IN.csv
GROUP 1 SOFTWARE INC,GT SOFTWARE INC,[7516668],1,GT_SOFTWARE_INC.csv
CORO MINING CORP,COBRE MINING CO,"[9301198, 9305367, 9325368, 16629064]",4,COBRE_MINING_CO.csv
IFRESH INC,IES INC,[1615486],1,IES_INC.csv
TELETRAK ENVIRONMENTAL SYS,TASK ENVIRONMENTAL,[1750382],1,TASK_ENVIRONMENTAL.csv
CROWN CENTRAL PETROL  -CL B,CROWN CENTRAL PETROLEUM,[728],1,CROWN_CENTRAL_PETROLEUM.csv
MEDJET INC,MJE INC,[19941003],1,MJE_INC.csv
COGENT COMMUNICATIONS HLDGS,CEO COMMUNICATIONS,[2108523],1,CEO_COMMUNICATIONS.csv
ARBEC FOREST PRODUCTS INC,ALLIED FOREST PRODUCTS INC,"[5107776, 8719256]",2,ALLIED_FOREST_PRODUCTS_INC.csv
TEAM AMERICA CORP,TRS AMERICA CORP,[1731453],1,TRS_AMERICA_CORP.csv
NCB FINANCIAL GROUP LTD,NSG FINANCIAL GROUP,[5385680],1,NSG_FINANCIAL_GROUP.csv
INTERSECTIONS INC,INTERSECTION PARK INC,[7852842],1,INTERSECTION_PARK_INC.csv
MEDICAL PROPERTIES TRUST,MERICLE PROPERTIES,[7758],1,MERICLE_PROPERTIES.csv
ACLN LTD,AVALIN LTD,[5554609],1,AVALIN_LTD.csv
POYNT CORP,PT CORP,[9739160],1,PT_CORP.csv
PLIANT SYSTEMS INC,PLANT FOOD SYSTEMS INC,[19863288],1,PLANT_FOOD_SYSTEMS_INC.csv
TDZ HOLDINGS CORP,TFC HOLDING CORP,[1655089],1,TFC_HOLDING_CORP.csv
AXOGEN INC,AGE INC,[7337184],1,AGE_INC.csv
AMERICAN STATES WATER CO,AMERICAN STAVE CO,"[22094195, 3848444]",2,AMERICAN_STAVE_CO.csv
ADAC LABORATORIES,AMEDICO LABORATORIES LLC,[25876760],1,AMEDICO_LABORATORIES_LLC.csv
REPUBLIC SECURITY FINANCIAL,REPUBLIC SECURITY BANK,[2161907],1,REPUBLIC_SECURITY_BANK.csv
FIRST SENTINEL BANCORP INC,FIRST SENTINEL BANK,[5695968],1,FIRST_SENTINEL_BANK.csv
CARTESIAN INC,CARTESIAN CO,[13791903],1,CARTESIAN_CO.csv
VERTEX ENERGY INC,VERTEX INC,"[7784742, 5827121, 4281386, 41709003]",4,VERTEX_INC.csv
RENT A WRECK OF AMERICA INC,RENT A WRECK,"[38065543, 7576996, 7943118]",3,RENT_A_WRECK.csv
CSI COMPUTER SPECIALISTS INC,CURB SPECIALISTS INC,[7759319],1,CURB_SPECIALISTS_INC.csv
IONIX TECHNOLOGY INC,INFINITY TECHNOLOGY INC,[9215920],1,INFINITY_TECHNOLOGY_INC.csv
WESTPORT RESOURCES CORP,WATER RESOURCES CORP,[2106033],1,WATER_RESOURCES_CORP.csv
BEAR CREEK MINING CORP,BEAR CREEK CORP,"[5146119, 5542884]",2,BEAR_CREEK_CORP.csv
TIDELANDS OIL & GAS CORP,TITAN OIL & GAS CORP,[2455231],1,TITAN_OIL_GAS_CORP.csv
TIERONE CORP,TITLEONE CORP,[24855921],1,TITLEONE_CORP.csv
INTEGRATED SECURITY SYS -OLD,INTEGRATED SECURITY SYSTEMS,[115214],1,INTEGRATED_SECURITY_SYSTEMS.csv
ZILLOW GROUP INC,ZJ GROUP INC,[16623398],1,ZJ_GROUP_INC.csv
BUSINESS FIRST BANCSHS INC,BUSINESS FIRST BANK,[8215835],1,BUSINESS_FIRST_BANK.csv
BANDAG INC,BDA INC,[10740210],1,BDA_INC.csv
GENOIL INC,GIL INC,[2380006],1,GIL_INC.csv
PREMIER FARNELL PLC,PREMIER,"[3070522, 36633340, 17564730, 8610268]",4,PREMIER.csv
MANCHESTER TECHNOLOGIES INC,MANCHESTER INC,[1740414],1,MANCHESTER_INC.csv
EVERCORE INC,ENCORE INC.,[23356530],1,ENCORE_INC.csv
FIRST UNITED CORP,FIRST UNION CORP,"[1731415, 5702194, 7823240]",3,FIRST_UNION_CORP.csv
ROADHOUSE GRILL INC,ROADHOUSE BAR & GRILL INC,[3800568],1,ROADHOUSE_BAR_GRILL_INC.csv
GOLDEN STAR ENTERPRISES LTD,GR ENTERPRISES,[9238468],1,GR_ENTERPRISES.csv
MISCOR GROUP LTD,MW GROUP LTD,[10098258],1,MW_GROUP_LTD.csv
RESMED INC,RME INC,"[45383192, 2685515]",2,RME_INC.csv
PONTOTOC PRODUCTION INC,PRODUCTIONS INC,"[5200153, 4982461]",2,PRODUCTIONS_INC.csv
AMERICAN RESTAURANT GROUP,ADVANTICA RESTAURANT GROUP,[2337993],1,ADVANTICA_RESTAURANT_GROUP.csv
FIRST SOUND BANK,FIRST SOURCE BANK,[7200970],1,FIRST_SOURCE_BANK.csv
APPTIO INC,ATI INC,"[5164571, 6285269, 9070002]",3,ATI_INC.csv
WELTON ENERGY CORP,WILCO ENERGY CORP.,[28097911],1,WILCO_ENERGY_CORP.csv
CBD MEDIA LLC,CO MEDIA LLC,[5403253],1,CO_MEDIA_LLC.csv
TAMPA ELECTRIC CO,TAFT ELECTRIC CO,[342417],1,TAFT_ELECTRIC_CO.csv
RIT TECHNOLOGIES LTD,RKV TECHNOLOGIES,[3816314],1,RKV_TECHNOLOGIES.csv
WALDRON ENERGY CORP,WALDRON,[9666602],1,WALDRON.csv
ADSTAR INC,ATR INC,[89222],1,ATR_INC.csv
JACKSONVILLE BANCORP INC,JACKSONVILLE BANK,[16256357],1,JACKSONVILLE_BANK.csv
ETHEMA HEALTH CORPORATION,ETAL CORPORATION,[25141810],1,ETAL_CORPORATION.csv
INTRINSYC TECHNOLOGIES CORP,INTUS TECHNOLOGIES,[7153998],1,INTUS_TECHNOLOGIES.csv
DYNTEK INC,DEK INC,[3497582],1,DEK_INC.csv
ALTEVA INC,AVA INC,[40637151],1,AVA_INC.csv
AMYRIS INC,AIS INC,[9696534],1,AIS_INC.csv
TINTRI INC,TNR INC,[3814835],1,TNR_INC.csv
SUNSHINE SILVER MINES  -REDH,SUNSHINE SILVER MINES CORP,[23408694],1,SUNSHINE_SILVER_MINES_CORP.csv
ETSY INC,EVETTS INC,[7224436],1,EVETTS_INC.csv
DOFASCO INC,DASHCO INC,[6309358],1,DASHCO_INC.csv
TITAN MACHINERY INC,TRI STATE MACHINERY INC,[7286636],1,TRI_STATE_MACHINERY_INC.csv
NEW FRONTIER MEDIA INC,NEW FRONTIER,"[8865935, 29634788, 44963910]",3,NEW_FRONTIER.csv
FREEDOM LEAF INC,FREEDOM INC,"[4121717, 27717294]",2,FREEDOM_INC.csv
MAIN STREET RESTAURANT GROUP,MAX RESTAURANT GROUP,[7765261],1,MAX_RESTAURANT_GROUP.csv
VIZARIO INC,VI INC,[2644072],1,VI_INC.csv
EZENIA INC,ENNA INC,"[2521614, 6977462]",2,ENNA_INC.csv
TEXOIL INC,TEXOIL ENERGY INC,[8583475],1,TEXOIL_ENERGY_INC.csv
ETOYS INC,ERNESTOS INC,[5286342],1,ERNESTOS_INC.csv
CURTIS INTERNATIONAL LTD,CMS INTERNATIONAL,[9738107],1,CMS_INTERNATIONAL.csv
MESTEK INC,MTE INC,"[3545780, 8964643]",2,MTE_INC.csv
LAIDLAW GLOBAL CORP,LAIDLAW,"[2027349, 8572607, 13601130]",3,LAIDLAW.csv
UGE INTERNATIONAL LTD,UNITED TRADE INTERNATIONAL LTD,[5044802],1,UNITED_TRADE_INTERNATIONAL_LTD.csv
FRESH ENTERPRISES INC -REDH,FARMERS ENTERPRISES INC,"[9041543, 8861493]",2,FARMERS_ENTERPRISES_INC.csv
KILLBUCK BANCSHARES INC,KING BANCSHARES INC,"[8805754, 9041731]",2,KING_BANCSHARES_INC.csv
GRANT PRIDECO INC,GRANTS RIDGE INC,[8981864],1,GRANTS_RIDGE_INC.csv
FIRST CITIZENS BANCORP INC,FIRST CITIZENS BANK,[989],1,FIRST_CITIZENS_BANK.csv
PRINCETON MEDIA GROUP INC,PRIMENET MEDICAL GROUP INC,[1257105],1,PRIMENET_MEDICAL_GROUP_INC.csv
GREENHOUSE SOLUTIONS INC,GSL SOLUTIONS INC,[1743479],1,GSL_SOLUTIONS_INC.csv
SKYLANDS FINANCIAL CORP,SW FINANCIAL CO,[8445713],1,SW_FINANCIAL_CO.csv
LANDAIR CORP,LANDSTAR CORP,[7076034],1,LANDSTAR_CORP.csv
ALLIED DEFENSE GROUP INC,ASE GROUP INC,[9013324],1,ASE_GROUP_INC.csv
FRONTIER ADJUSTERS OF AMER,FRONTIER ADJUSTERS,"[8501039, 8415843]",2,FRONTIER_ADJUSTERS.csv
ALLIANT ENERGY CORP,ALLIANT,"[42049115, 7021202]",2,ALLIANT.csv
KEYSTONE AUTOMOTIVE INDS INC,KEYSTONE AUTOMOTIVE INDUSTRIES,[13430],1,KEYSTONE_AUTOMOTIVE_INDUSTRIES.csv
MERCURY SYSTEMS INC,MERCURY,"[39488986, 7918198, 6721687, 7939928]",4,MERCURY.csv
DELTA MILLS INC,DELTA MILLWORKS INC,[8316375],1,DELTA_MILLWORKS_INC.csv
WIDEOPENWEST INC,WIDEOPENWEST ILLINOIS LLC,[2722848],1,WIDEOPENWEST_ILLINOIS_LLC.csv
COMSTOCK METALS LTD,"COMSTOCK, ET",[5594422],1,COMSTOCK_ET.csv
CELESTE MINING CORP,CELESTE,"[26842403, 6889737, 24406905]",3,CELESTE.csv
CHINA ELECTRIC MOTOR INC,CHAIN ELECTRIC,[8249053],1,CHAIN_ELECTRIC.csv
ARMSTRONG FLOORING INC,"ACTON FLOORING, INC.",[23422850],1,ACTON_FLOORING_INC.csv
CELEBRATE EXPRESS INC,CARTER EXPRESS INC,[7010515],1,CARTER_EXPRESS_INC.csv
VALEANT PHARMACEUTICALS -OLD,VESTA PHARMACEUTICALS,[7325592],1,VESTA_PHARMACEUTICALS.csv
ENSYNC INC,ENC INC,[5709653],1,ENC_INC.csv
BOYD GAMING CORP,BOYD GAMING,[396],1,BOYD_GAMING.csv
SCOTT'S LIQUID GOLD,SCOTT'S,"[23153524, 32249601]",2,SCOTTS.csv
UNITED PANAM FINANCIAL CORP,UNITED NM FINANCIAL CORPORATION,[9326149],1,UNITED_NM_FINANCIAL_CORPORATION.csv
FRONTEO INC,FRONT 9 INC,[8427501],1,FRONT_9_INC.csv
BIGMAR INC,BMA INC,"[19472117, 38046734]",2,BMA_INC.csv
DISTINCTIVE DEVICES INC,DISTINCTIVE SERVICES,[9697228],1,DISTINCTIVE_SERVICES.csv
HEALTHTRONICS INC,HRONIS INC,[704861],1,HRONIS_INC.csv
VALOR ENERGY CORP,VAL ENERGY,[8773039],1,VAL_ENERGY.csv
HEELYS INC,HYS INC,[8359162],1,HYS_INC.csv
LASALLE HOTEL PROPERTIES,LT PROPERTIES,[1297787],1,LT_PROPERTIES.csv
BJ'S WHOLESALE CLUB INC,BJS WHOLESALE CLUB,[32478133],1,BJS_WHOLESALE_CLUB.csv
HECTOR COMMUNICATIONS CORP,HERITAGE COMMUNICATIONS CORP,[1801462],1,HERITAGE_COMMUNICATIONS_CORP.csv
CHINA PHARMA HOLDINGS INC,CIMA HOLDING INC,[9106501],1,CIMA_HOLDING_INC.csv
COMMODORE ENVIRONMENTAL SVCS,CODE ENVIRONMENTAL SERVICES,[5465680],1,CODE_ENVIRONMENTAL_SERVICES.csv
EA ENGINEERING SCI & TECH,EA ENGINEERING SCIENCE & TECHNOLOGY,"[2291460, 38921485]",2,EA_ENGINEERING_SCIENCE_TECHNOLOGY.csv
PROMETIC LIFE SCIENCES INC,PROVIDA LIFE SCIENCES INC,[9736405],1,PROVIDA_LIFE_SCIENCES_INC.csv
MGIC INVESTMENT CORP/WI,MFCF INVESTMENTS CORP,[5475136],1,MFCF_INVESTMENTS_CORP.csv
AROTECH CORP,ARGETECH CORP,[28751198],1,ARGETECH_CORP.csv
URANIUM STRATEGIES INC,URBAN STRATEGIES,"[346194, 5025596, 2902165, 6589712, 19681557]",5,URBAN_STRATEGIES.csv
BG GROUP PLC,BGR GROUP PAC,[28725761],1,BGR_GROUP_PAC.csv
ATPLAN INC,ATN INC,[27764134],1,ATN_INC.csv
SPORTS ARENAS INC,SPORTS BREAK INC,[8541178],1,SPORTS_BREAK_INC.csv
HUMBOLDT CAPITAL CORP,HOYT CAPITAL CORP,[5289917],1,HOYT_CAPITAL_CORP.csv
CONNORS BROS INCOME FUND,CONNOR BROS,"[40613634, 7936940]",2,CONNOR_BROS.csv
GREAT LAKES REIT INC,GREAT LAKES RECYCLING INC,[4568404],1,GREAT_LAKES_RECYCLING_INC.csv
DENALI INC,DENALI BANDAG INC,[9674807],1,DENALI_BANDAG_INC.csv
ASSOCIATED CAPITAL GROUP INC,AGI CAPITAL GROUP INC,[196776],1,AGI_CAPITAL_GROUP_INC.csv
CORK EXPLORATION INC,CIG EXPLORATION INC.,[37970052],1,CIG_EXPLORATION_INC.csv
LEUCROTTA EXPLORATION INC,LASER EXPLORATION INC,[125838],1,LASER_EXPLORATION_INC.csv
LINCOLN SNACKS CO,LINCOLN SK,[9933401],1,LINCOLN_SK.csv
SEVEN STARS CLOUD GROUP INC,SEVEN STAR INC,[8205671],1,SEVEN_STAR_INC.csv
CAPITOL BANCORP LTD,CAPITOL,"[6988941, 39763165]",2,CAPITOL.csv
ASTREX INC,AMWASTE INC,[7110365],1,AMWASTE_INC.csv
UNIVERSAL HEALTH RLTY INCOME,UNIVERSAL HEALTH,[1761737],1,UNIVERSAL_HEALTH.csv
CONOR MEDSYSTEMS INC,C M SYSTEMS INC,[4225435],1,C_M_SYSTEMS_INC.csv
CHESTER BANCORP INC,CHESTER,"[40613065, 7036516]",2,CHESTER.csv
COLUMBIA BANCORP,COLUMBUS BANCORP INC,[7574551],1,COLUMBUS_BANCORP_INC.csv
KENNEDY-WILSON HOLDINGS INC,KENNEDY WILSON INC,[159458],1,KENNEDY_WILSON_INC.csv
LAMONTS APPAREL INC,LAMONTS,[4555245],1,LAMONTS.csv
PUGET ENERGY INC,PETSEC ENERGY INC,[8703126],1,PETSEC_ENERGY_INC.csv
SOCRATES TECHNOLOGIES CORP,SURFACE TECHNOLOGIES CORP,[757083],1,SURFACE_TECHNOLOGIES_CORP.csv
ALLSTATE LIFE INSURANCE CO,ALLIANZ LIFE INSURANCE CO,[17351],1,ALLIANZ_LIFE_INSURANCE_CO.csv
ARTAFLEX INC,AMLEX INC,[5049560],1,AMLEX_INC.csv
MEMRY CORP,MY CORP,[2512055],1,MY_CORP.csv
VERTEX AEROSPACE INC-REDH,VERTEX AEROSPACE,[8313714],1,VERTEX_AEROSPACE.csv
NORTHPOINT COMMUNICATIONS GP,NORTON COMMUNICATIONS,[10034844],1,NORTON_COMMUNICATIONS.csv
REPUBLIC COMPANIES GROUP,REPUBLIC GROUP,"[8240244, 8191889]",2,REPUBLIC_GROUP.csv
BBX CAPITAL CORPORATION,BALL CORPORATION,[27894480],1,BALL_CORPORATION.csv
US TIMBERLAND KLAMATHFAL LLC,US TIMBERLANDS KLAMATH FALLS,[3806613],1,US_TIMBERLANDS_KLAMATH_FALLS.csv
INTACT FINANCIAL CORP,INVESTCO FINANCIAL CORP,[3114590],1,INVESTCO_FINANCIAL_CORP.csv
REPUBLICAN POLICIES FUND ETF,REPUBLICAN,"[9712791, 3843259, 8746735, 6368785]",4,REPUBLICAN.csv
WYNN LAS VEGAS LLC,WINN LAS VEGAS,[42155201],1,WINN_LAS_VEGAS.csv
HAWTHORN BANCSHARES INC,HAWTHORNE INC,"[5453618, 2464962]",2,HAWTHORNE_INC.csv
AMERICAN SHARED HSPTL SERV,AMERICAN SHARED HOSPITAL SERVICES,[1639571],1,AMERICAN_SHARED_HOSPITAL_SERVICES.csv
REVETT MINING CO INC,REED MINING INC,[7125882],1,REED_MINING_INC.csv
WEBVAN GROUP INC,WEBVAN GROUP,[7460480],1,WEBVAN_GROUP.csv
AMERICARE HEALTH SCAN INC,AMERICARE,"[3703175, 7214000, 5927171]",3,AMERICARE.csv
TELYNX INC,TITLE LYNX INC,[365391],1,TITLE_LYNX_INC.csv
MEZABAY INTERNATIONAL -OLD,MH INTERNATIONAL,[9735228],1,MH_INTERNATIONAL.csv
CHEROKEE INTERNATIONAL LLC,CDS INTERNATIONAL LLC,[10129763],1,CDS_INTERNATIONAL_LLC.csv
PROGRESS SOFTWARE CORP,PROGRESS,"[18927646, 40607620]",2,PROGRESS.csv
TELTREND INC,TREND INC,[5190581],1,TREND_INC.csv
INTERMEC INC,INTERAMERICA INC,"[1635653, 9224655]",2,INTERAMERICA_INC.csv
INTERMOUNTAIN RESOURCES INC,INTERMOUNTAIN CSI,[9913913],1,INTERMOUNTAIN_CSI.csv
INTERNATIONAL BALER CORP,INTERNATIONAL GALLERIA CORP,[767911],1,INTERNATIONAL_GALLERIA_CORP.csv
DYNATEC CORP,DYNA CORP,[5626795],1,DYNA_CORP.csv
GLEACHER & COMPANY INC,GRACE & COMPANY INC,[74669],1,GRACE_COMPANY_INC.csv
BJ SERVICES CO,BI SERVICES,"[335118, 2818551, 8433080]",3,BI_SERVICES.csv
AMERICAN LITHIUM MINERALS,AMERICAN LITHO,"[29520584, 3137751, 27328268]",3,AMERICAN_LITHO.csv
PREFERRED SANDS INC -REDH,PREFERRED INC,[7495211],1,PREFERRED_INC.csv
PSB BANCORP INC,PIEPER BANCORP INC,[6737001],1,PIEPER_BANCORP_INC.csv
PRAIRIESKY ROYALTY LTD,PRAIRIES,[43958149],1,PRAIRIES.csv
INTEGRYS HOLDING INC,INTEGRYS HOLDINGS LLC,[25761467],1,INTEGRYS_HOLDINGS_LLC.csv
AMERICAN SOFTWARE  -CL A,AMERICAN SOFTWARE USA,[9974],1,AMERICAN_SOFTWARE_USA.csv
INTERACTIVE BROKERS GROUP,"INTERACTIVE FRONTIERS GROUP, LLC",[23357655],1,INTERACTIVE_FRONTIERS_GROUP_LLC.csv
TERRAX MINERALS INC,TROY MINERALS INC,"[28299700, 9951559]",2,TROY_MINERALS_INC.csv
HEALTH GRADES INC,HEALTHGRADES INC,[431070],1,HEALTHGRADES_INC.csv
AMERICAN EXPRESS CREDIT CORP,AMERICAN CREDIT CORP,[7954656],1,AMERICAN_CREDIT_CORP.csv
RADIOIO INC,RADI,[2315047],1,RADI.csv
WCA WASTE CORP,WASTE,[8513893],1,WASTE.csv
EDAC TECHNOLOGIES CORP,EMCO TECHNOLOGIES,[8304950],1,EMCO_TECHNOLOGIES.csv
HOUSE2HOME INC,HOUSE,"[5349325, 40815957, 9087553, 43399174, 44089088, 152818]",6,HOUSE.csv
EPOCH HOLDING CORP,ECW HOLDINGS CORP,[166966],1,ECW_HOLDINGS_CORP.csv
MERCHANTS N Y BANCORP INC,MERCHANTS INC,[5812748],1,MERCHANTS_INC.csv
READING ENTERTAINMENT,RANCH ENTERTAINMENT,[4597492],1,RANCH_ENTERTAINMENT.csv
ACTIVECARE INC,ACTIV,[2436806],1,ACTIV.csv
R H PHILLIPS INC,ROBINSON & PHILLIPS INC,[2496415],1,ROBINSON_PHILLIPS_INC.csv
OMEGA FLEX INC,OMEGA,"[42689513, 7756208, 7764475, 7773904, 7776510, 16370361]",6,OMEGA.csv
NEW YORK HEALTH CARE INC,NY HEALTH CARE,"[15752222, 43939558]",2,NY_HEALTH_CARE.csv
OMINTO INC,OMI INC,[1758967],1,OMI_INC.csv
VOXX INTERNATIONAL CORP,VEEJAY INTERNATIONAL CORP,[6801903],1,VEEJAY_INTERNATIONAL_CORP.csv
CTN MEDIA GROUP INC,COR MEDICAL GROUP INC,[77929],1,COR_MEDICAL_GROUP_INC.csv
AMBANC HOLDING CO INC,ALLEN HOLDING CO INC,[9616126],1,ALLEN_HOLDING_CO_INC.csv
IGO CORP,IGO CO,[7923360],1,IGO_CO.csv
IF BANCORP INC,IL VALLEY BANCORP INC,[3516428],1,IL_VALLEY_BANCORP_INC.csv
RAMP NETWORKS INC,RIVADA NETWORKS INC,[43936454],1,RIVADA_NETWORKS_INC.csv
GLOBAL KEY INVESTMENT LTD,"GLOBAL INVESTMENTS, LTD",[7996750],1,GLOBAL_INVESTMENTS_LTD.csv
ALVOPETRO ENERGY LTD,AERO ENERGY,[4684990],1,AERO_ENERGY.csv
HUNTSMAN POLYMERS CORP,HUNTSMAN,[10690620],1,HUNTSMAN.csv
CURRENT TECHNOLOGY CORP,CURRENT TECHNOLOGIES,[3050182],1,CURRENT_TECHNOLOGIES.csv
RADISYS CORP,RISS CORP,[9035511],1,RISS_CORP.csv
TSI INC/MN,TSI INC,"[7125757, 102807]",2,TSI_INC.csv
HUDSON'S BAY CO,HUDSON CO,"[15822791, 5691483]",2,HUDSON_CO.csv
O2WIRELESS SOLUTIONS INC,OSS SOLUTIONS INC,[8794022],1,OSS_SOLUTIONS_INC.csv
